space,proposal_id,snapshot_block,n_candidates_scored,n_voters,n_layer1_holders,n_layer2_vp_holders,score_api_error,local_score_used,local_score_warnings,turnout_unweighted_layer1,turnout_unweighted_layer2,turnout_weighted_vp,voters_vp_sum,eligible_vp_sum,tau_balance_token,tau_vp_token,token_contract,token_start_block,token_decimals,flags,vp_top1_share,vp_top10_share,vp_top100_share
magicappstore.eth,0x3f93be3c201c31525e5972a42537b1afed08a32bd134cc18eea1705035cbae65,67007486,257,257,0,257,"Score API request failed after 6 attempts (last_status=500, last_text='{""jsonrpc"":""2.0"",""error"":{""code"":500,""message"":""unauthorized"",""data"":""something wrong with the strategies""},""id"":null}'): Retryable Score API HTTP 500: {""jsonrpc"":""2.0"",""error"":{""code"":500,""message"":""unauthorized"",""data"":""something wrong with the strategies""},""id"":null}",True,[],,1.0,,0.0,0.0,0.0,0.0,,,18,"{'has_erc20_balance': False, 'has_erc20_votes': False, 'has_delegation': False, 'has_lp_or_staking': False, 'has_multi_asset': False}",0.0,0.0,0.0
