space,proposal_id,snapshot_block,n_candidates_scored,n_voters,n_layer1_holders,n_layer2_vp_holders,score_api_error,local_score_used,local_score_warnings,turnout_unweighted_layer1,turnout_unweighted_layer2,turnout_weighted_vp,voters_vp_sum,eligible_vp_sum,tau_balance_token,tau_vp_token,token_contract,token_start_block,token_decimals,flags,vp_top1_share,vp_top10_share,vp_top100_share
aavedao.eth,0xfcd429c8fcb5fc44a0bea9bf078726ef48b1c76ca1039a8c6c9dff23f4547e30,24439725,96,96,0,96,,True,[],,1.0,1.0,526903.4108834601,526903.4108834601,0.0,0.0,0xc0259c59d9f980e3b5e2574cd78c9a9bc6a8e3fc,,18,"{'has_erc20_balance': False, 'has_erc20_votes': False, 'has_delegation': False, 'has_lp_or_staking': False, 'has_multi_asset': True}",0.5984872283920226,0.996830526834079,1.0
