space,n_unique_voters,total_votes,n_proposals,avg_voters_per_proposal,median_voters_per_proposal,voter_turnout_proxy,gini_voting_power,hhi_voting_power,whale_ratio_top1pct,proposal_frequency_per_30d,repeat_voter_rate,mean_participation_count,std_participation_count,mean_participation_vp,std_participation_vp,mean_robust_participation_vp,std_robust_participation_vp,mean_n_voters,mean_sum_vp,raw_rep_total_votes,raw_rep_avg_voting_power,raw_rep_median_voting_power,raw_rep_max_voting_power,raw_rep_voting_power_std,raw_rep_pct_for_votes,raw_rep_pct_against_votes,raw_rep_pct_abstain_votes,raw_rep_pct_aligned_with_majority,raw_rep_is_whale_ratio,raw_rep_active_duration_days,raw_rep_avg_days_between_votes,raw_rep_choice_entropy,z_rep_total_votes,z_rep_avg_voting_power,z_rep_median_voting_power,z_rep_max_voting_power,z_rep_voting_power_std,z_rep_pct_for_votes,z_rep_pct_against_votes,z_rep_pct_abstain_votes,z_rep_pct_aligned_with_majority,z_rep_is_whale_ratio,z_rep_active_duration_days,z_rep_avg_days_between_votes,z_rep_choice_entropy,n_voters_in_dao
ens.eth,8513,27733,57,486.5438596491228,291.0,0.057153043539189805,0.8773802961787542,0.08105827465054281,0.4517329580373553,1.0208955223880596,0.4811464818512863,0.0571530435391898,0.0644147568830239,0.441102940065218,0.2290390380492745,0.537914692107317,0.2793077362273207,486.5438596491228,1977063.560693224,3.257723481733819,655.1241151357845,639.062157152374,997.7476035481288,199.3696739587984,0.8141696505413561,0.1186933830392248,0.033413437576679,0.8254178874481976,0.0103287990454895,116.79247797214282,67.55164946931272,0.0969019983954185,-0.4696714531050852,-0.0300700155159618,-0.0301131625414458,-0.0299109821251777,-0.0166026229455915,-0.2313380585364733,0.1619605646543797,0.1842559905058454,-0.2800434657881618,0.0681653125117067,-0.3073289194686516,0.1829869724599832,-0.256966297800108,8513
uniswapgovernance.eth,30090,289086,176,1642.534090909091,481.0,0.05458737424091362,0.9592187225724096,0.2876414482942242,0.780866290039841,2.7833421191354772,0.8133931538717182,0.0545873742409136,0.0786499918703447,0.33260202862662,0.2445262671479991,0.4507917757360815,0.3314183940396435,1642.534090909091,20963890.85232133,9.607377866400798,7478.974179817008,7454.344961459608,8872.074546331793,998.2850528098976,0.8853821678181183,0.0781563543211318,0.012038307816002,0.9067089982941562,0.004067518291161,205.60113196021504,36.454283096328965,0.1788127441282288,0.1328784672742968,0.0085073460314849,0.0085195530978839,0.0084623526364784,0.0046971794328953,0.0654496807019268,-0.0458215449286386,-0.0521293202783736,0.0792293128698782,-0.0192851879498889,0.0869488564784524,-0.0517702923413703,0.0727003686664114,30090
