space,log_n_unique_voters,mean_robust_participation_vp,std_robust_participation_vp,gini_voting_power,whale_ratio_top1pct,proposal_frequency_per_30d,repeat_voter_rate,z_rep_pct_for_votes,z_rep_pct_against_votes,z_rep_pct_abstain_votes,z_rep_choice_entropy,z_rep_pct_aligned_with_majority
79798.eth,-1.7993449122473204,2.3407940687929356,-5.288191894181908,-1.4813499598344553,1.2550556597618503,5.742337077323599,-1.9106612266261969,-1.2933366934571442,3.1206767096252217,-0.33618760124422753,-0.7633133328821041,0.8767415519108479
857.79798.eth,-1.5781966215943315,2.3407940687929356,-5.288191894181908,-1.4813499598344553,1.2550556597618503,7.5988022705468525,-1.9106612266261969,-1.4739970612593476,3.4626122729496607,-0.33618760124422753,-0.7633133328821041,0.8767415519108479
8848labs.eth,0.750294971987578,-0.014681844164004053,0.09203635022831505,-1.4318502524306629,-1.242243743087016,0.23843710563854778,-0.1666619516132567,-0.6744814707514134,1.1197865052229232,2.3663934848761294,1.3866645397271968,-0.9706764023485106
9679999.eth,-0.7659891624913562,-0.09877492546987787,0.38949589887484204,-1.4813499598344553,1.2550556597618503,48.73891800873608,-1.460155497407653,-0.5747206855998721,1.7005204168927799,-0.1046939466179126,-0.5333206666441905,-0.7197651754755054
aavedao.eth,2.331282951440518,0.8715521533816499,-0.7910324088640956,0.6283751282028421,0.9692100472153581,1.6644744339381057,0.9180422613319468,0.32561619195690156,-0.2623103129555851,0.5773866361176104,0.8559205526474117,0.07413038070274403
aavegotchi.eth,1.3980697179086237,0.4520135943786117,-0.45065723220456005,0.2991301277052932,-0.4334551400593266,0.7977906084725613,0.9761575239517215,-1.3399770482535025,-0.059135664476423856,0.48080832401352686,0.8693156654087678,-0.03297869433297291
abcdcba.eth,0.5937775767008971,-0.8021240807268291,0.17734867323948839,-0.7931609927952712,0.3099967960469491,3.310041499771807,-0.27874990960531376,-0.43496704284340426,1.4221374736110728,-0.09883996667901586,0.30044319431306454,-0.2260314725351655
abracadabrabymerlinthemagician.eth,0.4937842088066846,0.40428742908231763,-0.6872592022474017,0.2415248978258634,0.23614679173382708,-0.027011383667329934,0.03289298548740007,0.5446156695169511,-0.4338404150685149,-0.04618428722628762,-0.2293784231789121,0.6119738686403488
acrossprotocol.eth,0.26635953605732704,0.3264013038675821,-0.6138107346627806,0.4865989825374215,0.08436468707633418,0.012669517594500308,0.45572760982037186,0.5118981247744994,-0.40007581490156646,0.06480000264207819,-0.1430550984894352,0.39174679435813003
aladdindao.eth,-0.36562924946997033,-0.9371906977555469,0.2118298387178574,-1.0570067966390295,0.918804932125785,1.4695127199921365,0.13939796376354802,-1.0027983009196195,-0.5922130084645553,-0.3327859041889516,-0.6104978783685131,0.6600612478274085
alchemistcoin.eth,0.25424766662933324,-0.669837005962643,-0.3255924961591872,0.21396305406109928,-0.4573186177754063,-0.2668262608005726,-0.6395327153130725,-1.4620398352441941,0.831034822207622,1.8290072636561783,-0.22630004719017008,-0.7518360890434282
alchemixstakers.eth,0.44969867186144014,0.11025746068863485,-0.613429483331571,0.3880669169189817,-0.025193720479546957,-0.04600043130797416,0.11971485226343909,0.03859536841514444,-0.08180737368553123,1.6097750483986326,0.5743354433521252,0.15754127857089895
