cluster,log_n_unique_voters,mean_robust_participation_vp,std_robust_participation_vp,gini_voting_power,whale_ratio_top1pct,proposal_frequency_per_30d,repeat_voter_rate,z_rep_pct_for_votes,z_rep_pct_against_votes,z_rep_pct_abstain_votes,z_rep_choice_entropy,z_rep_pct_aligned_with_majority
0,6.511745329644728,0.3145006322060244,0.3373800038921302,0.0,1.0,214.54545454545453,0.8065359477124183,-0.546297558059611,0.683564587946432,-0.185933956882057,0.1328162090659844,-0.297341476922229
1,11.298654931742854,0.2553116769095698,0.3315498636034518,0.0,1.0,1530.0,0.216733571216176,0.5815075027021226,-0.466256446738613,-0.18212581787282,-0.609173473351838,0.4869740722166604
2,6.878840076841717,0.3796071277740023,0.32383484736840396,0.7055073973180331,0.5026036398434717,2.385166455962916,0.5721765145848916,-0.02825785378904765,-0.07788427815912645,-0.0843670273682798,-0.27772569978614603,0.0919681261461261
