space,avg_voters_per_proposal,median_voters_per_proposal,voter_turnout_proxy,gini_voting_power,hhi_voting_power,whale_ratio_top1pct,proposal_frequency_per_30d,repeat_voter_rate,mean_participation_count,std_participation_count,mean_robust_participation_vp,std_robust_participation_vp,z_rep_total_votes,z_rep_avg_voting_power,z_rep_median_voting_power,z_rep_max_voting_power,z_rep_voting_power_std,z_rep_pct_for_votes,z_rep_pct_against_votes,z_rep_pct_abstain_votes,z_rep_pct_aligned_with_majority,z_rep_is_whale_ratio,z_rep_active_duration_days,z_rep_avg_days_between_votes,z_rep_choice_entropy,log_n_unique_voters,log_total_votes,log_n_proposals,log_mean_sum_vp,log_mean_n_voters,log_n_voters_in_dao
conic-dao.eth,-0.29371201609354064,-0.24055666003976142,-0.20418366830466947,-0.22432901058750643,0.39199966409574405,0.10287624009300614,0.7887743661899254,0.7600720466578773,-0.20418366830466947,-0.20687214114736,0.6352149307749129,-0.9993606257611618,2.6984178032645416,0.0,0.0,0.0,0.0,-1.78333855740461,-0.2814032581889373,1.5226306795799376,0.19507036717305737,1.6614971978717425,0.3379719852195405,-0.3016304403287461,0.6205131303423533,-0.7455600548549116,-0.1408377110854877,0.7765839741107743,0.19059199335559324,-0.6945465144626426,-0.7455600548549116
council.bibliotheca.eth,-0.09274136547960347,0.02584493041749503,0.39642114052042793,-0.2544219355131252,-0.18123669758183802,-0.46820782841110264,-0.10484692557024473,0.20923760706456948,0.39642114052042793,0.18504337530180412,0.2777755494248583,-0.02174838584361204,0.4090717290002564,0.0,0.0,0.0,0.0,-0.6128889021645092,0.3668226792473771,-0.1691494291642825,0.5367733690254454,-0.03149801017366141,1.1362272772295208,1.583035093023456,0.39930807786983086,-0.43545320780922625,-0.3264193529267299,-0.15681512588437826,-0.5534515746374582,-0.12834669339832397,-0.43545320780922625
cow.eth,3.599005080322919,1.0318091451292246,-0.2650392631366793,0.5407800975135846,-0.19292394347338068,0.16648713437997334,-0.09825316015664806,0.6472363800557485,-0.2650392631366793,0.9018576605859878,1.304174460838489,-2.769985788511759,0.3437233198569777,0.0,0.0,0.0,0.0,0.6453206590970167,-0.6211352741977003,-0.05654830097237661,0.6619484601785793,0.16334001010829496,0.1865382941489947,-0.08865884887192937,-0.5008677292965923,1.4302073699219315,1.4302520053844494,0.2826988641364042,0.5776813038842046,1.0626932467219201,1.4302073699219315
cream-finance.eth,-0.2681240888095327,-0.20079522862823063,0.1250839924120875,0.16666935295303795,1.1793127831123396,0.5263145339259669,0.00955055627021345,0.01690185273382392,0.1250839924120875,0.09560097832444353,-0.07650023903793816,-0.16477838706734865,0.18927892538389252,0.0,0.0,0.0,0.0,0.6006363585116085,-0.47462946774263304,-0.29536424278812434,0.6115732313989424,0.05619285579674927,-0.18881235363327745,-0.2388472401699921,-0.3602638713231727,-0.8324500458417426,-0.7898458977970577,-0.10173356303605173,-0.20772315617796602,-0.5692687710589996,-0.8324500458417426
cryptomods.eth,-0.11057438191895137,-0.017892644135188866,0.6200253532603458,0.2334494117713686,-0.1832959521115946,-0.48070992884415464,-0.011762306036329443,0.8510234853151564,0.6200253532603458,0.43451291075470677,0.39047244634817685,-0.5163759774729867,1.6821137129394266,0.0,0.0,0.0,0.0,0.14280009175254363,0.40250311883928774,-0.33618760124422753,-0.20084954918208178,1.7288393890842046,0.6219192947653739,-0.19363267316310334,1.1484556474945906,-0.5642584033134387,-0.12865714484957627,0.0955306570948144,0.3180273565105926,-0.1578595585777336,-0.5642584033134387
ctcswap.eth,14.805348991448858,6.761431411530815,0.5179497033749378,-1.4813499598344553,-0.7466758479325254,1.2550556597618503,0.07469684584017866,0.30931158374635903,0.5179497033749378,2.1409527636421526,-0.598375847366313,0.5848541156659288,-0.27909022983383314,0.0,0.0,0.0,0.0,0.39923977357200713,-0.28391017493083553,0.04714693762480474,0.17206687323833136,-0.03149801017366141,-0.49924283183793294,-0.5564243501401983,-0.47620554044103464,1.6445105368774762,1.3292873856447325,-0.5624994893622415,-0.43010889242577605,1.6651268929249408,1.6445105368774762
curve.eth,-0.2829538958910711,-0.2803180914512923,-0.5305067451672444,-0.26068472340756776,1.490367125030201,0.7424898550668168,1.3095407234824668,-0.4087209014835734,-0.5305067451672444,-0.19398899603631387,-1.0521271832823162,0.18083877528498188,-0.08935104888798615,0.0,0.0,0.0,0.0,-0.00858757159183785,0.3641119429078515,0.708903449924144,-0.3631867922688102,1.2849266668375723,-0.09226282592764537,0.21263144916473323,-0.1035911306928041,-0.2147029922714717,-0.3305566147543746,0.4911664968381524,0.14391267041701303,-0.6375703805149404,-0.2147029922714717
cvx.eth,-0.051098757755712085,-0.17693836978131214,-0.6657683238445082,0.21060355000359376,0.36667889179668245,-0.036657423672761674,5.145674299306917,0.9071519592175328,-0.6657683238445082,-0.5779666968167276,-0.2902282291328779,-1.138588279999283,5.815219997474175,0.0,0.0,0.0,0.0,-1.9382128885255365,-0.5868358610847044,-0.33618760124422753,0.7273946600972974,0.5786794252155741,1.7840567883803484,0.11906031700569583,-0.3330392635387412,0.9335880562950388,1.7705847122858234,1.672011172066851,0.44609932530582447,-0.06615338215156066,0.9335880562950388
dackie.eth,-0.17562797341916428,-0.0019880715705765406,3.09270066121537,-0.39877011956229774,-0.5949399463620401,-1.0291686643499642,0.018437302690516154,0.38191237317483845,3.09270066121537,0.12070307056213653,1.1919316537013458,-1.1053335810504008,0.6029214148155085,0.0,0.0,0.0,0.0,0.6555016839446602,-0.5678862912801865,-0.33618760124422753,0.6829362650081217,13.225953956669633,0.11858341456972056,0.07557654003164457,-0.5383455030723345,-1.2594800238820179,-1.051922959322465,-0.7347768570596914,0.531907686823678,-0.28571265626941034,-1.2594800238820179
dao.amkt.eth,2.200866784399121,1.0198807157057654,0.7018374810613771,-0.22599068846528225,0.5756618889106768,0.4899297685320001,-0.22626526301668934,1.105241867433949,0.7018374810613771,2.809976770383452,-0.5032964819272,-0.02417102307309473,-0.17113263931321396,0.0,0.0,0.0,0.0,0.5985794941010354,-0.5737541256774404,0.10188275338619213,0.5655932834531098,-0.03149801017366141,0.16669072327352027,0.22222847879778085,-0.4684213121634418,0.6282390487653932,0.4278205285341055,-0.5624994893622415,-0.6523431103698956,0.8677363602303847,0.6282390487653932
dao.connext.eth,-0.050446192311956226,-0.05765407554671968,0.8034998432042241,0.3252830182783473,-0.07940779988681584,-0.28294898320682865,0.009660238413970443,0.6513885453122998,0.8034998432042241,0.9360793488933381,1.2576941212260602,-1.6518050734754195,2.707448185635253,0.0,0.0,0.0,0.0,0.20654377940027568,-0.14969029263379882,1.1705303170938206,-0.12936963018109376,1.6972586745395648,1.0752386549928816,-0.04825877411410603,1.0720538605273306,-0.5187412444601982,0.07738439416322264,0.20451715464169273,0.4967954340805224,-0.06524412819757379,-0.5187412444601982
dao.spaceid.eth,7.633253492422032,1.628230616302187,0.3835707817554898,0.5775386460047625,0.10254543832500913,0.76683040319641,-0.2616655873224865,0.04377808083421493,0.3835707817554898,1.349251235997073,1.1407491981562472,-0.1156127413694374,-0.24531291481257106,0.0,0.0,0.0,0.0,0.020537847023840018,-0.44615233821643013,0.70926083225615,0.25505833208674594,-0.0004100918546866328,0.05854091222582929,0.2383395851974501,-0.5864679176579541,1.362680138290573,1.082711527725717,-0.4797949107924528,0.3439013171307662,1.3776805347046017,1.362680138290573
daocity.eth,1.1645673536681391,1.445328031809145,0.11819226785056305,-1.0149170836202965,-0.739772417381451,-1.0404465788416892,-0.07919809562155876,0.5959386207048988,0.11819226785056305,0.10333338670581092,-0.05236657604243006,-0.24492807919523313,0.7867554204057605,0.0,0.0,0.0,0.0,-0.35611864910188074,0.7915246654768129,1.4481902934106872,-0.2890846572519904,-0.03149801017366141,1.2436823022665322,1.1592281649267449,1.7763755270326067,0.622648205904658,0.8014964348251709,0.12261447800806097,-0.6351785184133486,0.6362397920200897,0.622648205904658
daovoice.eth,-0.3581891666843848,-0.2962226640159046,1.7613355298909958,-1.3887390991198376,1.4216976839073732,1.1691849431420105,-0.15510577184154967,-0.008987272874186098,1.7613355298909958,0.6074177622620043,-0.9842479705359772,1.4847053971468616,0.038415697928890026,0.0,0.0,0.0,0.0,-0.6988559959883534,1.1362814318705678,-0.33618760124422753,-2.9100521409023594,0.7065667784106254,-0.145274212382135,-0.4005673228165527,1.1193171518464518,-2.2961786165309226,-2.51689974951919,-0.7347768570596914,0.39163088104544136,-1.4411827620971425,-2.2961786165309226
dapang.eth,-0.21059403619696934,-0.2962226640159046,-0.46610496490568204,-1.4813499598344553,0.46877233522941625,1.2550556597618503,7.362332369508909,0.6153149247880322,-0.46610496490568204,0.24744942678828832,-1.0523112776855104,-0.8017930713599595,2.155300277487817,0.0,0.0,0.0,0.0,0.3500894904003598,-0.30238834279491716,0.4985739300613111,0.19573583511740986,-0.03149801017366141,-0.3557416115914806,-0.27995552691397174,-0.5083518000436927,-0.01502463902000704,0.4775215232556698,1.0393059291242623,-0.902047262292148,-0.3731937315997348,-0.01502463902000704
dapang1.eth,-0.18487743390344288,-0.2962226640159046,-0.42587187393817955,-1.4813499598344553,0.6788858845089824,1.2550556597618503,3.5470086545859534,1.3751018140050653,-0.42587187393817955,0.4248919283582263,-1.0198878304369678,-0.465039023928759,2.413127899514191,0.0,0.0,0.0,0.0,0.6262820387494342,-0.6092559800233477,0.03659618260695689,0.7335111800015485,-0.03149801017366141,0.5861371388944165,1.0534307947236825,-0.06612142075661623,-0.0010985069003073896,0.5302714784600542,1.0126487850878514,-0.8867787826550475,-0.30724855965228515,-0.0010985069003073896
dappradar.eth,0.12175951983349527,0.23658051689860835,0.006029144018684829,0.28827028338219907,-0.19016351776015314,-0.3569153455672239,-0.2372139468455845,-0.4315814848190774,0.006029144018684829,0.09425989301251841,0.315395501639203,-0.8445275784323372,-0.20099267818268995,0.0,0.0,0.0,0.0,0.3672237028726663,-0.03850033817653967,-0.27357494741419824,0.08866190717725182,1.6645129998344264,0.6871047790503249,1.213554517149151,-0.3353160400928772,0.08781208789642249,-0.1056391582624666,-0.23421548079836804,0.5053904425465723,0.12686236582384713,0.08781208789642249
dawow.eth,0.4200335391879856,0.268389662027833,0.12003097868422807,-0.027431688482184437,-0.41242056761458895,-0.5853057012432286,-0.24174859523581696,-0.793739188287134,0.12003097868422807,0.7550484029081851,0.37725557666380594,0.32760474773875736,-0.48374119566211693,0.0,0.0,0.0,0.0,-2.2995379719642544,-0.48726651779129687,0.23688184561749473,0.3091076413861983,-0.03149801017366141,-0.16687366326031172,0.16130324106656982,-0.5595980505529368,0.267688441627282,-0.1444236497038237,-0.5335629971054054,-0.5307897248864901,0.33878157669873576,0.267688441627282
decentralgames.eth,0.04342537254979169,-0.09741550695825049,-0.5620569671383535,0.23295364040969493,0.2503565784015266,-0.015609138432426289,0.4422006772179861,0.3303904126395906,-0.5620569671383535,-0.4610965454962119,-0.6817855199561002,0.6326233717009124,1.0137609675017905,0.0,0.0,0.0,0.0,0.26770621361804114,0.10774039311063344,-0.13729387546062585,0.03531888314033572,1.0130265051602336,0.4721753511719989,0.10341099697881996,0.38969379825453054,0.6995817769888587,0.9345232395549212,1.0053222156544246,0.5765560876207695,0.049453870343005954,0.6995817769888587
decrypt-media.eth,5.034640914404801,1.0198807157057654,0.5023963058541778,-0.9912119171460788,-0.6245308612326324,-0.43532921509542477,-0.2774864461546194,-0.23673265655706166,0.5023963058541778,1.2705194952576828,-0.3437932295415983,1.6353243449696155,-0.3710852528720533,0.0,0.0,0.0,0.0,-1.4248265119829968,1.340049692826335,1.1592878238626323,-2.570500837028551,-0.03149801017366141,-0.2631966102050671,0.042655481078512275,0.6314185465698838,1.1014262060530664,0.7453613869463112,-0.6252460874811143,-0.17197103232301983,1.201341475796978,1.1014262060530664
defjnite.eth,0.12846328995204057,0.21272365805168986,-0.5117750932590566,-1.4813499598344553,-0.6965314148198346,1.2550556597618503,0.14873284377105958,1.1587144072396058,-0.5117750932590566,-0.7002718846030812,-0.02855485582592235,-0.18318537044641578,-0.20695608971290394,0.0,0.0,0.0,0.0,-0.4613236340641317,0.809061375446477,2.139214770855357,-1.4778269034224913,-0.03149801017366141,-0.47245166279737516,-0.6046489158371007,1.2529295184514546,0.6832687670976255,0.45879161523511186,0.3743819545121134,-0.7766802507426452,0.13290693965618994,0.6832687670976255
deri.eth,-0.329829898547128,-0.27236580516898606,0.24574664880160166,-0.008966913730920647,1.380609519394609,0.6531851475016622,-0.26526422040024855,-0.8339781792813084,0.24574664880160166,-0.05787838591523652,-0.10539756912262883,1.0332526072955792,-0.5050185266542594,0.0,0.0,0.0,0.0,-0.6993450792441894,0.44127561270828086,1.477855859174477,-1.158667072029613,1.053891384803232,0.050194444270086847,0.7792588090941309,-0.05102868593208379,-1.4067752789610255,-1.7642655694670462,-0.6252460874811143,0.006954328840897067,-0.9663337972759443,-1.4067752789610255
derify.eth,0.5965915795921269,0.5467196819085487,0.08156712900505497,0.18993734372391405,0.029747277324728198,-0.1370059192667355,-0.03824610256343231,0.07051957331510454,0.08156712900505404,0.5085072543154606,-0.7064152310200327,0.040860120331347845,0.07425426451826465,0.0,0.0,0.0,0.0,-1.5295694296648634,1.2816063507530215,2.6867270684996454,-2.2839832492284473,1.4962608839712164,-0.07173804681931947,0.02341443878350126,1.113046636428775,0.3987834785638136,0.3359519418303018,-0.12860235138824364,0.5453880672420898,0.4290832461101489,0.3987834785638136
deskvoting.eth,-0.11586334713770884,-0.04970178926441352,0.14839921560304092,-1.3974534376987593,-0.6244681861277769,1.0225277799915358,0.1794471029413651,0.1851977435300687,0.14839921560304092,-0.03762369011020329,-0.9651183110177862,0.030074876842232555,0.13155945589003787,0.0,0.0,0.0,0.0,0.3399241972754551,-0.36953155494125217,0.3296241120764385,0.11616899181967558,-0.03149801017366141,-0.2580496062020525,-0.23037195990316198,-0.2858247287228579,-0.35483321187082345,-0.35775530830526947,-0.1425323904226591,-0.5447147573313481,-0.16699867957667416,-0.35483321187082345
devdao.eth,0.9767520848828593,0.4433399602385686,0.15214374053483634,-0.5452028227297563,-0.513837755378702,0.17772905280361756,-0.22540938781915995,0.3230853379893282,0.15214374053483634,0.5964023402897393,0.151934977116185,1.0496312178809173,0.3763879381181431,0.0,0.0,0.0,0.0,0.5792705397451924,-0.5896602045394282,0.08160437757942761,0.6629535126523067,-0.02745090166483108,0.6480091763244854,0.5093480424167661,-0.3056599408808623,0.5330869296221322,0.5864348659197156,-0.039677887131034865,-0.006954328840897067,0.5777045377264833,0.5330869296221322
dfkvote.eth,2.612505084758274,3.3618290258449304,1.1124640626552438,0.3056249608966648,-0.598710633829268,-0.27967390333759373,-0.2825136926568119,-0.6762005060365663,1.1124640626552431,0.9014024500091731,0.34407949852292047,-0.5908772763625204,-0.3593687138581795,0.0,0.0,0.0,0.0,0.16033013547011807,0.36932403564250416,-0.33618760124422753,-0.0741203038784197,0.12632158899402968,0.30640584024350265,1.3871424962897578,-0.053457661440125794,0.5762300619137998,0.2533114494369105,-0.8217391004965275,0.2996496125592619,0.9344012131346073,0.5762300619137998
dforcenet.eth,-0.2848293597403668,-0.20079522862823063,0.08073927233310799,-0.12037739528677747,0.2503806150134174,-0.22839986469986573,-0.14036385883990363,0.5147788584558168,0.08073927233310799,-0.225496417542407,0.5535481340126864,0.0059761946862545495,1.5955335646417543,0.0,0.0,0.0,0.0,0.5128207476891377,-0.3081903116445908,-0.29625385592639236,0.3190213066912253,4.391360778816117,1.8100923149909465,1.0999239494612842,-0.11557721143444397,-0.9023965325339248,-0.4687653004789182,0.3513527195517112,0.43413888888595165,-0.646997357681242,-0.9023965325339248
diadao.eth,-0.2740558203473928,-0.19284294234592445,-0.3686833702629134,0.20978749795791465,0.8046790698862684,0.29047251448296374,-0.11790999804863314,-0.30542468331199946,-0.3686833702629134,-0.6760576306345605,-0.46483690011989204,0.26808118625447336,0.32018667193282524,0.0,0.0,0.0,0.0,0.303972600119581,-0.19832958620712318,0.4572268578876383,-0.007963452360430964,0.7360893699539971,0.5903681546625571,0.7701712695245793,0.09390352885945843,-0.4379460760868604,-0.3610531271627206,0.4019063361014771,0.0377276805925807,-0.5953564934765602,-0.4379460760868604
digitalriyal.eth,-0.2711104324944758,-0.22465208747514911,-0.36189741537355785,-1.4813499598344553,-0.49177551529984515,1.2550556597618503,9.448765934676368,0.351713065221468,-0.36189741537355785,-0.40806544549218493,-0.20140459125864324,-0.27963016655583406,0.09160085965553187,0.0,0.0,0.0,0.0,0.4653894973694993,-0.20806128703470375,-0.33618760124422753,0.2864874807095433,-0.03149801017366141,-0.5403982922668201,-0.662557319306852,-0.4406665016844246,-0.4305022288115756,-0.4477310429553369,0.28929704364669434,-0.9504422016151716,-0.5822134029027267,-0.4305022288115756
dinero.xyz,0.008570766716507987,0.08548707753479125,-0.45576261342581054,0.155256560486571,-0.14563242343008803,-0.42483633082675964,-0.021727455341739404,-0.36200568237060105,-0.45576261342581054,-0.3471258715463669,-1.0440586406397574,0.13408403798743598,0.0349910996810406,0.0,0.0,0.0,0.0,0.46054710508113167,-0.33900063730078567,-0.01146199691362921,0.5179971641781286,0.32434589059567775,0.30108636893290386,0.35964489330513105,-0.14470599254450892,0.430988471403969,0.34836976011304677,0.4072536549726892,0.41802524803639546,0.010201413841663847,0.430988471403969
dodobird.eth,0.027558142127697364,0.08946322067594434,0.18470413611525663,0.36393401285515237,0.4467678826623781,0.08323668556739386,-0.2745338374669225,-0.38425093308124963,0.18470413611525663,0.263372302064646,0.5085832993854128,0.011287034094699906,-0.3504527784952724,0.0,0.0,0.0,0.0,0.1006655208337171,0.482251147794572,-0.33618760124422753,-0.10903103925944813,1.2437654774845845,0.2873406704067222,0.9400922271070105,-0.06475379895416958,-0.13619163797847844,-0.4197366684662018,-0.4547179860444523,0.33794480468372656,0.03200845011083559,-0.13619163797847844
dogamoni.eth,-0.13352353591446836,-0.0775347912524851,-0.5929769258655411,-1.4813499598344553,-0.5951003433602268,1.2550556597618503,21.712270383653436,0.29833612010618343,-0.5929769258655411,-0.7428976171081959,-0.23582211400294736,-0.22607946820119212,0.6320037405765124,0.0,0.0,0.0,0.0,0.4771942174717392,-0.28565717648123395,-0.20916793948435214,0.369348882869657,-0.03149801017366141,-0.49845744857467383,-0.6069740757430402,-0.2460933564759746,0.4870152894527614,0.6270209055372105,0.9808315823139088,-0.8617007647594512,-0.1989356010910506,0.4870152894527614
dogelondao.eth,-0.07391012238660365,-0.05765407554671968,0.40987998405496756,0.026653435755541466,0.17512060988004574,-0.14918724488942361,-0.30733840469403817,-0.5381670537963088,0.40987998405496756,0.5822282189738713,0.1701190447353789,1.0518347599506002,-0.3425362437712947,0.0,0.0,0.0,0.0,0.04322910993104382,0.2294602221262225,0.7510649833431648,-0.17069155088413934,16.929155341576067,0.3952147675348209,1.1768944534542354,0.27517969889295474,-0.4064154758017002,-0.6718544888008696,-0.5624994893622415,1.67152884709985,-0.09915226788219338,-0.4064154758017002
doodles.eth,1.134364755157128,1.1829025844930416,-0.10942097077513359,-0.5286400736260664,-0.5206103310174657,-0.6788557190938687,-0.07655742292699734,0.10176296951855429,-0.10942097077513359,-0.1686748689268744,0.21819808108878047,0.6494831010251301,0.10428666765316236,0.0,0.0,0.0,0.0,0.20872775248457429,-0.12557094635052524,-0.05497849303199436,0.22310000422388301,-0.03149801017366141,0.1430783031026661,0.29776016026051544,0.16533364017360905,0.7700239322110782,0.7036664521603632,0.026767989273519026,-0.5717498599479722,0.6273261816063594,0.7700239322110782
dopedao.eth,-0.16862366812945845,-0.061630218687872766,-0.206993905841748,-0.1084425720826149,-0.4108242071049003,-0.7907315079624269,-0.08008053983853072,0.007304326418081857,-0.206993905841748,-0.43672862763428716,1.0801855210806344,-1.4529523106167763,0.7954655687862499,0.0,0.0,0.0,0.0,0.4060790773179854,-0.3108163366467778,0.05918418023012392,0.29184153332512397,-0.03149801017366141,1.3639186824074958,0.881006968950501,0.03467204727457379,-0.21882560315753008,0.0008799365400912844,0.3799953134340456,-0.5891336683816129,-0.2700644678951267,-0.21882560315753008
dunjia.eth,0.00036922788455278976,0.14910536779324055,-0.4360622966605224,0.16068793945101947,-0.1452900787973026,-0.3431130138901178,3.7835192403675038,0.1823657047664465,-0.4360622966605224,-0.6498274957875836,-0.3555671894325899,0.3587092939362106,0.6219798296843043,0.0,0.0,0.0,0.0,-0.047796600510786325,0.18867804189469023,0.8833851925345815,-0.37449329783779123,8.444755756425343,-0.4091995330087648,-0.515557872135705,0.7807344087020782,0.3867167149796755,0.5282672758925776,0.6179667875535261,0.5572601608996695,0.00044449256030111095,0.3867167149796755
dydxgov.eth,1.8437143958173756,3.242544731610338,0.0873443826765335,0.3542637222392105,0.34174326414814005,0.8738299121871665,-0.1326709849803532,0.11203019292602484,0.0873443826765335,-0.15010216963975187,-0.27712439529735544,-0.10749969866954419,0.24915960099347817,0.0,0.0,0.0,0.0,0.024629532011813293,0.5028132445547691,-0.04035807800149721,-0.18521627482938519,0.17693294170800558,0.9541178949665535,1.1169486888260285,-0.028746533116093365,0.8366846310108992,0.82805811776233,-0.05155491354369105,0.4710738934901296,0.8006126942965984,0.8366846310108992
echelonassembly.eth,1.221875011367246,1.5725646123260437,2.2422455823703067,-0.22873957454787838,-0.7512101861722011,-1.0293051531559037,-0.23691827383309294,0.3288887597893001,2.2422455823703067,0.7881714767977014,1.7783396881959215,-3.6183181762288545,-0.15038987655294006,0.0,0.0,0.0,0.0,-0.001886388185853824,0.5334731348696762,0.21476432134381424,-0.4852986942163495,-0.03149801017366141,0.26203159797141123,0.7124822793313008,0.9612222742857439,-0.008294605350330666,-0.16742865169069204,-0.9245936037881515,-0.22568238397538726,0.6526817343284369,-0.008294605350330666
elfi.eth,0.20645019399691827,0.5705765407554672,0.4329969151821461,0.35012524745933993,-0.08140473278657835,-0.14972160955177047,-0.20063270003889175,0.5275092852589767,0.4329969151821461,0.8336695240710675,0.2673921307339382,-1.0218760590935734,0.1802247967729849,0.0,0.0,0.0,0.0,0.6565923817344003,-0.6480637170960878,-0.03497542531676218,0.6851846980177291,0.43374139465730094,0.9166348115548443,2.4826273197720283,-0.5241794413355546,-0.0609753507068057,-0.05642810888155995,-0.2684161286746851,0.2500356999232145,0.19783048148219845,-0.0609753507068057
ens.eth,2.180331056045635,1.9860834990059641,-0.2284213995400745,0.38957567915818236,-0.5289832093394964,-0.15831542984936725,-0.21009914476675975,-0.31027510304112016,-0.2284213995400745,-0.1118566191382318,0.5964737641680256,-0.7693767922587507,-0.013443102235607216,0.0,0.0,0.0,0.0,0.07847873233502903,0.06435877236446996,0.5452933967673657,-0.42297067563189006,0.011035384300360164,0.5882567772187893,0.804887848660266,-0.09024004658300064,1.157273203608235,1.0176200090647833,0.076724318401585,0.24982128460665073,0.864136879286346,1.157273203608235
equationdao.eth,-0.06687307912502208,0.02186878727634195,0.6863511262388681,0.19840415763278293,-0.27271849838160556,-0.4730274187819379,-0.09080105140069246,-0.34457679412454106,0.6863511262388681,0.2577883465518729,0.14624364406871498,-0.1778394144826512,-0.36995149556901213,0.0,0.0,0.0,0.0,-0.2885172731339902,1.099698943627384,0.12329738645110773,-0.9929903265700483,0.03559878878854706,-0.34241662233289716,-0.28995599440238873,0.15716758330972694,-0.5058120320444535,-0.7872855518876819,-0.6958553622445015,0.042405595136007335,-0.08871165105644639,-0.5058120320444535
equilibriafi.eth,3.1417398891876984,5.151093439363817,2.1670139650091107,0.40553053263970706,-0.6308100666855296,-0.2658964486204935,0.18226178693029293,1.2015690634262841,2.167013965009112,1.0940720716329355,1.0838208965535505,-0.7889846168479182,8.699282287209819,0.0,0.0,0.0,0.0,-2.8705636991999444,-0.745825429504979,-0.3338356007061925,0.8760772236864497,5.062553686221315,2.211243333368878,-0.2595202644637961,-0.7633133328821041,0.42632946829158297,1.5362790890916178,0.4677549250843313,0.8405164404259309,1.0077341635590638,0.42632946829158297
eth6888.eth,-0.2979958659836778,-0.27236580516898606,-0.7230136943756418,-0.6932674134448022,0.7403478860150356,0.15283763442642703,3.118808518654641,-0.35998330868537876,-0.7230136943756418,-0.8877245562466338,-0.873831812225017,-0.11843100537103694,-0.32441365111875575,0.0,0.0,0.0,0.0,-0.19373432775443933,0.9320302348617293,-0.02251552792892605,-0.4038175910640785,-0.03149801017366141,-0.5444118690379435,-0.6473069675000567,0.027480396402094865,0.635769496099171,0.33574238254831734,1.3381426822301827,-1.2124040004602366,-0.7194105339721558,0.635769496099171
etherfi-dao.eth,3.9546658688429708,2.9801192842942346,0.6135105254888595,0.5824435172487525,0.38629165890105893,0.836066987676945,-0.24203957845284851,-0.5110702448286161,0.6135105254888595,1.5169282694117585,0.5755386887266518,-0.37625395569104253,-0.44826805375226075,0.0,0.0,0.0,0.0,0.6260507562806551,-0.6223847715624216,0.08891018313639901,0.6222242707726715,0.012418250087330418,-0.2056303085751678,0.048380773931902404,-0.6689387309840253,0.9381265217787766,0.5267828908424866,-0.7347768570596914,0.24716792107175722,1.10122937684169,0.9381265217787766
ethip.eth,0.6077867471246431,0.18886679920477137,-0.6842297528844048,0.10730556309984977,0.36002246957015044,0.0662744660641793,2.042307261906439,-0.32956690499140356,-0.6842297528844048,-0.43838374491324394,-0.34826958757694954,0.39446053593212,-0.03783935896409439,0.0,0.0,0.0,0.0,0.47218003983919843,-0.3267051119962382,-0.007653097486628213,0.3303120389389312,-0.03149801017366141,-0.4694109749839861,-0.5569860115120766,-0.24323000885063356,1.6382059808685403,1.464031965603686,1.1063301120039568,-0.42111854547757926,0.43424076851612475,1.6382059808685403
ethlizards.eth,0.38050589278043206,0.6182902584493042,0.06974357143011344,-0.030593613051827964,-0.5419714297817348,-0.6585191236628725,-0.223634889975602,0.06671443191426923,0.06974357143011344,-0.16303716035778978,0.4261633331525987,-1.0433867499807006,0.11347013577057775,0.0,0.0,0.0,0.0,-0.7828401187419323,0.5428132178430743,0.9436367428670165,-0.0865176534773833,-0.03149801017366141,1.588286643851197,1.9082045321110954,0.8281024747634812,0.2713259149017474,0.23199450882875874,-0.10173356303605173,-0.5368228660240038,0.3158135243890026,0.2713259149017474
ethos-labs.eth,1.9706164143995175,2.1928429423459246,0.5467817873227455,-1.4813499598344553,-0.7739736390086522,1.2550556597618503,-0.05622786053872967,-0.3766856680713341,0.5467817873227455,0.3784669767237032,0.31276487282614934,0.08878606198020085,-0.3908021794838201,0.0,0.0,0.0,0.0,0.25818616531938426,0.12046759345306257,-0.09076770785583181,-0.13611492929141178,-0.03149801017366141,-0.3089741605220245,-0.16316485347661736,-0.14301166983290708,0.6375941793409514,0.2876295537763538,-0.6594467353574314,-0.6244808115771473,0.8256268290779104,0.6375941793409514
eulerdao.eth,0.3388314269977727,0.19681908548707752,0.8259678229921875,0.43176249802746525,0.718257717482739,0.4252012763468878,-0.11695307339245689,0.9644038894707884,0.8259678229921875,1.6417647900998098,-0.09539957755878409,0.1444892356529545,2.24108863294099,0.0,0.0,0.0,0.0,0.3729088100428775,-0.06527012272082895,-0.24902223011043167,0.0919701429450425,0.119247806820581,0.49678584401065184,-0.1452483144729512,0.6567772032832037,-0.10122278990304978,0.4086998709297832,0.12261447800806097,0.057185857317507235,0.29025535120003215,-0.10122278990304978
evmaverick.eth,0.38001968527732877,0.6739562624254473,1.1567222801775223,-0.990798255971017,-0.7061399584840434,-1.0306499854532105,-0.26373363213287737,0.5781748773761678,1.1567222801775223,0.7901405548659127,0.34776086024873387,-0.8745749284804154,0.5981093100642858,0.0,0.0,0.0,0.0,-0.6521014457671652,0.14381757344013749,0.2163221644415669,0.3847247560162997,-0.03149801017366141,1.153472180083794,0.9484414330915345,1.2768118692170989,-0.17134453199415045,-0.011707784016046247,-0.3642626174092273,-0.7158903071996534,0.315523569543657,-0.17134453199415045
