cluster,log_n_unique_voters,mean_robust_participation_vp,std_robust_participation_vp,gini_voting_power,whale_ratio_top1pct,proposal_frequency_per_30d,repeat_voter_rate,z_rep_pct_for_votes,z_rep_pct_against_votes,z_rep_pct_abstain_votes,z_rep_choice_entropy,z_rep_pct_aligned_with_majority,n_daos
0,6.85312710005774,0.3268183626018982,0.323934278806312,0.17590297644394873,0.8896191966654409,253.97492103139348,0.666062003082199,-0.32940964493079894,0.6513171003639168,-0.11622105376656294,0.10863859913352795,-0.26741640954340623,11
1,11.298654931742854,0.2553116769095698,0.3315498636034518,0.0,1.0,1530.0,0.216733571216176,0.5815075027021226,-0.466256446738613,-0.18212581787282,-0.609173473351838,0.4869740722166604,1
2,6.977964050911221,0.3942421201495105,0.3144841712347882,0.596843713235929,0.5410594529805889,8.005951747840458,0.5584798654745347,-0.288575308624288,0.08400768861066997,0.06958646061411314,-0.1846782158799501,-0.009334132029799378,424
