space,log_n_unique_voters,mean_robust_participation_vp,std_robust_participation_vp,gini_voting_power,whale_ratio_top1pct,proposal_frequency_per_30d,repeat_voter_rate,z_rep_pct_for_votes,z_rep_pct_against_votes,z_rep_pct_abstain_votes,z_rep_choice_entropy,z_rep_pct_aligned_with_majority,cluster
bullsontheblock.eth,7.027314514039777,0.658886451348614,0.2525472211712621,0.6674786875429538,0.2294717256449853,3.3431085043988267,0.5941385435168739,-3.98451626726302e-05,0.0488272777214537,-0.0869289773337556,-0.0287777174459255,0.0434857984255633,2
bwkj88.eth,5.993961427306569,0.178736044248694,0.3722182802533174,0.0578984786008815,0.995552780649006,21.666666666666668,0.9875,0.6280738426318397,-0.515433999470743,-0.203773738135553,-0.643295137927767,0.5439587323045254,2
bytedust.eth,8.46863300080086,0.3541927494189702,0.3671289977948805,0.0,1.0,131.25,0.8527929441411172,-0.901110298100654,1.4639404740474449,-0.185933956882057,0.7921505309958097,-1.33399118154209,0
cakevote.eth,11.656783355312054,0.1123869737911772,0.3285213106387181,0.8982333958240375,0.6594536963843579,65.28880866425993,0.4140693334257086,0.2009603537334431,-0.122052516346658,-0.0102052196077949,-0.318222642256415,0.0885525811505554,2
castlekidvault.eth,5.87493073085203,0.4679068208479976,0.363177022695181,0.584141814548535,0.3185646449143721,0.8999999999999999,0.3070422535211267,0.0391015217639409,-0.118739897186832,0.2266268455456367,-0.141668303177742,0.0379404825975788,2
cccdd.eth,1.0986122886681098,1.0,0.32482712418638654,0.4526787889401065,0.9526787889401064,30.0,0.0,0.6402770878676486,-0.531320507637747,-0.203773738135553,-0.661342460200191,0.5590180930008694,2
chaingov.eth,5.117993812416755,0.4684462923241921,0.3605281169050163,0.7422510197922443,0.619316792720849,1.3710777626193724,0.5843373493975904,0.456445325258725,-0.292003445527754,-0.203773738135553,-0.453472436764641,0.3216871226160034,2
chaingptai.eth,6.848005274576363,0.3251200690430283,0.3458818485971036,0.6033047249105628,0.1944603885624553,1.2314709236031929,0.4187035069075451,-0.683451952247781,0.928436002297978,-0.0009493704154202,0.013458911807628,-0.520419578510859,2
chenyangcong.eth,5.332718793265369,0.1921726896840935,0.354665472783335,0.2053887082271582,0.8101758612866792,14.11764705882353,0.5436893203883495,0.1138838071590617,0.1164209874624981,-0.144839066744448,-0.274301053082738,0.0237102375977956,2
coinagemedia.eth,6.747586526829315,0.3467469725328346,0.2703442117381332,0.3301438141149533,0.5798080092244824,1.9382835101253613,0.5276145710928319,-1.97276992527685,2.762904781458916,0.0254465854202486,-0.234395333183948,-0.0362405497547588,2
coincollect.app,5.5134287461649825,0.3781610638030011,0.4193235744638659,0.8571081702648552,0.6505601856820351,1.4136125654450262,0.2105263157894736,-0.335616561729224,-0.0244005889185095,0.3681205217160045,-0.255169289225899,-0.368795690611934,2
comp-vote.eth,7.181591944611865,0.4211687362547642,0.3464715601466015,0.6914232851141464,0.4429503689150778,0.5548926014319809,0.5296803652968036,0.2011934527305927,-0.363251228778669,0.2364921028436711,-0.201531777935907,0.1508437027841863,2
